id,จังหวัด,ชื่อแหล่งศิลปกรรม,ประเภทที่,ประเภทแหล่งศิลปกรรม,ภาค,อำเภอ,ตำบล,latitude,longtitude
2673,จันทบุรี,ศาลากลางจังหวัด,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคตะวันออก,เมืองจันทบุรี,วัดใหม่,12.6076,102.107
2674,จันทบุรี,อาคารศาลากลางและหอทะเบียนจังหวัดจันทบุรี,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคตะวันออก,เมืองจันทบุรี,วัดใหม่,12.6104,102.1028
2675,จันทบุรี,จวนผู้ว่าราชการจังหวัดจันทบุรี,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคตะวันออก,เมืองจันทบุรี,วัดใหม่,12.6146,102.1038
2676,จันทบุรี,บ้านพักหลวงราชไมตรี,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคตะวันออก,เมืองจันทบุรี,วัดใหม่,12.6124,102.1138
2677,จันทบุรี,บ้านพักคลังจังหวัดจันทบุรี,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคตะวันออก,เมืองจันทบุรี,วัดใหม่,12.6117,102.1035
2679,จันทบุรี,ศาลสมเด็จพระเจ้าตากสินมหาราช,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคตะวันออก,เมืองจันทบุรี,วัดใหม่,12.6165,102.11
2680,จันทบุรี,ศาลหลักเมือง,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคตะวันออก,เมืองจันทบุรี,วัดใหม่,12.6163,102.1107
2681,จันทบุรี,วัดเสม็ดงาม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,เมืองจันทบุรี,หนองบัว,12.5369,102.0962
2682,จันทบุรี,อู่ต่อเรือสมเด็จพระเจ้าตากสินมหาราช,ประเภทที่ 4,แหล่งโบราณคดีทั้งที่ขุดค้นแล้ว และยังไม่ได้ขุดค้น โบราณวัตถุ,ภาคตะวันออก,เมืองจันทบุรี,หนองบัว,12.5254,102.0793
2683,จันทบุรี,บ้านเสม็ดงาม,ประเภทที่ 5,ชุมชนโบราณ เมืองโบราณ อุทยานประวัติศาสตร์,ภาคตะวันออก,เมืองจันทบุรี,หนองบัว,12.5325,102.0907
2684,จันทบุรี,วัดกลาง,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,แหลมสิงห์,คลองน้ำเค็ม,12.5139,102.1003
2685,จันทบุรี,วัดคลองน้ำเค็ม,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,แหลมสิงห์,คลองน้ำเค็ม,12.5056,102.1346
2686,จันทบุรี,โบราณสถานป้อมไพรีพินาศ,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคตะวันออก,แหลมสิงห์,บางกะไชย,12.4768,102.0574
2687,จันทบุรี,คุกขี้ไก่,ประเภทที่ 3,พิพิธภัณฑ์ สถาปัตยกรรม พระราชวัง,ภาคตะวันออก,แหลมสิงห์,ปากน้ำแหลมสิงห์,12.4789,102.0763
2688,จันทบุรี,โบราณสถานตึกแดง,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคตะวันออก,แหลมสิงห์,ปากน้ำแหลมสิงห์,12.4813,102.0625
2689,จันทบุรี,วัดปากน้ำแหลมสิงห์,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,แหลมสิงห์,ปากน้ำแหลมสิงห์,12.4841,102.0669
2690,จันทบุรี,ปิระมิดบรรจุพระอังคารพระนางเรือล่ม,ประเภทที่ 1,อนุสาวรีย์ อนุสรณ์สถาน สถาน หลักเมือง,ภาคตะวันออก,แหลมสิงห์,พลิ้ว,12.5252,102.1854
2691,จันทบุรี,วัดคลองยายดำ,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,แหลมสิงห์,พลิ้ว,12.4866,102.1403
2692,จันทบุรี,วัดใหญ่พลิ้ว,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,แหลมสิงห์,พลิ้ว,12.5048,102.1381
2693,จันทบุรี,อลงกรณ์เจดีย์,ประเภทที่ 2,วัด วัดร้าง ศาสนสถาน,ภาคตะวันออก,แหลมสิงห์,พลิ้ว,12.5251,102.1862
2697,จันทบุรี,เมืองเก่าจันทบุรี,ประเภทที่ 6,เมืองเก่า เมืองประวัติศาสตร์,ภาคตะวันออก,เมืองจันทบุรี,วัดใหม่,12.6096,102.1146
2699,จันทบุรี,ชุมชนตลาดขลุง (ถ.เทศบาลสาย 1 และ 2),ประเภทที่ 7,ย่านชุมชนเก่า,ภาคตะวันออก,ขลุง,ขลุง,12.4533,102.2254
